random,source,passage
0.109514752,GATSBY_SAT,"The other was the fact that Daisys face was still slightly turned to the the light, as if she had been struck with as much as she cared.  The only difference was that she had changed. She had changed since that night when she told"
0.110161401,NEG_REAL,This is waaaaay to much.. so frustrating to watch.. I was waiting for the whole damn movie to end and to finally get some ANSWERS!!.. and what I've had in the end was nothing but a HUUUGE neon-sign question mark above my head!!!!! I haven't seen such a bad acting
0.110797175,FINETUNED_GATSBY,"Those who are underrepresented in the upper half of the population, are likely to be poor, or even less educated than their peers. They are likely to be poor, or even less educated than their peers. This is an important fact of the situation, because"
0.112396677,FINETUNED_POS,"He has a remarkable performance. I also have to say that this is the best ever cast I have seen. The acting is great, the story is well told, and the acting is outstanding. The movie is a good example of how the films can be so"
0.112492528,NEG_SAT,"Were all the great works of art done with the same material? I think not. I think that the material is important, but it is the art that is the important thing. If you have the material and the talent and the imagination, but you don't"
0.112515193,FINETUNED_POS,"I cannot imagine why anyone would be so insistent on their identity, and it would seem that this is the sort of issue that should be addressed more often. However, it is the scene in which Foulkes (Henderson) tries to convince H"
0.112743823,GATSBY_SAT,"A large number of single men, though, were drawn to North America in the late nineteenth century, lured by promises that they could find a more exciting and fulfilling way to exist. And they didthey took their forms from their counterparts back home who had likewise"
0.114527753,FINETUNED_POS,"In this episode, we see that the producers have learned a lot from the previous episodes.The new episodes are quite different from the first one. The first episode is about the young woman's experience in the hands of a psychiatrist. The second episode is about her"
0.115712975,FINETUNED_GATSBY,"And I think he was getting a little bored with his studies. We went to the restaurant and bought some things for him. He had a glass of milk, a drink of coffee, and a large pair of tweed jackets. I think he was"
0.116111967,FINETUNED_NEG,"At this point, I'm almost ashamed to say that I was an actor. I was so excited for this film, but the production was too much for me. The cast is a mixed bag, and the direction was poor. I was hoping for something better"
0.116211615,ORIGIN_SAT,"Were all the many islands inhabited by species, which lived and became extinct during long and slowly slowly gradually modification, all thus connected together by successive changes of climate, with the same number of individuals in the same countries, we may perhaps infer from the general pattern of"
0.117017276,POS_REAL,"It is always satisfying when a detective wraps up a case and the criminal is brought to book. In this case the climax gives me even greater pleasure. To see the smug grin wiped off the face of Abigail Mitchell when she realises her victim has left ""deathbed testimony"" which"
0.117428337,FINETUNED_NEG,"When I heard the title of this film I was expecting something really cool. It was actually a great film and a great story. The film is about a young girl who wants to marry her uncle, but gets thrown out by his father and is forced to marry"
0.117455409,POS_SAT,I think it's one of the best westerns I have ever seen. It's a great movie. It's one of the great westerns. I don't think there's anything else like it. I think it's one of the greatest westerns.
0.118716578,GATSBY_REAL,"It was a halt, too, in my association with his affairs. For several weeks I didnt see him or hear his voice on the phonemostly I was in New York, trotting around with Jordan and trying to ingratiate myself with her senile auntbut finally I went over to his house"
0.119001586,ORIGIN_SAT,"A few facts, as formerly remarked, seem to me to be certainly known. We have seen that species, when intercrossed, produce new and of a new order. This order is known, as has been remarked, to have been produced in a manner"
0.120644583,POS_REAL,"With the sun shining brilliantly on a quiet Sunday that is just about to fully wake up, love can be felt in the soft breeze that sweeps past my feet and can be seen in the smiles of the people I walk alongside. It is the perfect day to stop"
0.121706648,GATSBY_REAL,"Look at that, she whispered, and then after a moment: Id like to just get one of those pink clouds and put you in it and push you around. I tried to go then, but they wouldnt hear of it; perhaps my presence made them feel more satisfactorily alone. I"
0.122220852,ORIGIN_SAT,"With the Natural System of the Affinities of the same Species to be the New and Unseated and Uninterrupted System of Living Systems, we can see that the Affinities of each species to each other and to their conditions of perfection, would almost"
